3.633483648300170898e-01 7.364332079887390137e-01 4.623927474021911621e-01 9.689922332763671875e-01 4.619200825691223145e-01 2.489897608757019043e-01 1.475043892860412598e-01 3.557702898979187012e-02 1.350072920322418213e-01 6.632119417190551758e-02 2.824559211730957031e-01 2.745772361755371094e+00
9.388074278831481934e-01 2.088407278060913086e-01 6.074326634407043457e-01 6.367825865745544434e-01 7.062244415283203125e-02 1.830621361732482910e-01 2.730184793472290039e-02 6.425824761390686035e-02 8.081337809562683105e-02 8.267235755920410156e-02 2.183711528778076172e-02 2.244142055511474609e+00
1.645956635475158691e-01 8.927983045578002930e-02 1.519543528556823730e-01 2.348130941390991211e-01 5.545490980148315430e-02 3.915062546730041504e-02 5.683523416519165039e-02 3.750038146972656250e-02 5.920767784118652344e-03 1.050074994564056396e-01 7.043781876564025879e-02 3.231873035430908203e+00
2.551608979701995850e-01 7.058925628662109375e-01 2.206012606620788574e-01 1.792013645172119141e-01 7.715905308723449707e-01 1.051040291786193848e-01 1.855417490005493164e-01 1.174056529998779297e-01 4.248818457126617432e-01 1.807450652122497559e-01 4.246285557746887207e-02 2.900506019592285156e+00
1.461569070816040039e-01 2.294149696826934814e-01 1.436817049980163574e-01 7.370302081108093262e-02 1.675113439559936523e-01 3.842216730117797852e-02 4.621875286102294922e-02 5.778878927230834961e-03 1.814940571784973145e-02 9.120643138885498047e-03 5.550861358642578125e-02 3.613086223602294922e+00
5.311340093612670898e-01 3.088410496711730957e-01 2.007538080215454102e-01 7.039652466773986816e-01 7.304031848907470703e-01 6.464276313781738281e-01 2.499398589134216309e-01 3.274134993553161621e-01 8.761292695999145508e-02 6.939792633056640625e-02 2.146720886230468750e-03 3.025447368621826172e+00
5.617452859878540039e-01 4.269418120384216309e-01 8.946985006332397461e-01 7.332147955894470215e-01 5.393010377883911133e-02 3.055468201637268066e-01 3.236247301101684570e-01 9.514570236206054688e-02 3.859439492225646973e-02 1.760215759277343750e-01 8.936730027198791504e-02 3.535913944244384766e+00
4.588015079498291016e-01 7.295587062835693359e-01 6.113123893737792969e-02 3.767237067222595215e-02 1.765872836112976074e-01 2.199044823646545410e-02 5.240072011947631836e-01 2.633342146873474121e-02 1.323983967304229736e-01 3.153574466705322266e-02 2.639332413673400879e-02 2.973316431045532227e+00
9.687006473541259766e-02 8.703257441520690918e-01 6.724331378936767578e-01 5.242485404014587402e-01 1.615122258663177490e-01 2.178506255149841309e-01 6.276612281799316406e-01 5.192688107490539551e-02 1.040354371070861816e-02 8.566987514495849609e-02 2.546810507774353027e-01 4.064620971679687500e+00
9.313918352127075195e-01 5.439729094505310059e-01 8.143155574798583984e-01 1.315027475357055664e-01 5.546745657920837402e-02 9.295785427093505859e-02 2.367329597473144531e-02 1.103524863719940186e-01 6.738260388374328613e-02 6.202360987663269043e-02 1.919427514076232910e-02 4.495106220245361328e+00
3.554599881172180176e-01 2.439670562744140625e-01 3.967657685279846191e-01 1.228117644786834717e-01 1.960928440093994141e-01 2.903714776039123535e-02 2.432608008384704590e-01 1.705213785171508789e-01 1.234889030456542969e-02 1.258648931980133057e-01 1.771444380283355713e-01 3.357761621475219727e+00
4.960144460201263428e-01 3.037881255149841309e-01 1.217197775840759277e-01 3.195362687110900879e-01 3.001911044120788574e-01 3.592345118522644043e-02 1.914572715759277344e-02 2.413898706436157227e-02 4.209077358245849609e-02 1.817652583122253418e-02 3.964763879776000977e-02 3.663322925567626953e+00
1.318734288215637207e-01 3.665420114994049072e-01 9.209070205688476562e-01 9.718567132949829102e-02 2.611441612243652344e-01 1.680880784988403320e-02 4.525911808013916016e-02 7.666832208633422852e-02 3.199988603591918945e-02 1.651867628097534180e-01 3.315055370330810547e-02 4.409347534179687500e+00
3.709018230438232422e-01 4.872573912143707275e-01 2.677637934684753418e-01 5.877133607864379883e-01 2.676924467086791992e-01 6.000331044197082520e-02 1.267698407173156738e-01 2.132940292358398438e-02 6.586973667144775391e-01 2.813902497291564941e-02 4.794776439666748047e-02 2.623595952987670898e+00
8.846688270568847656e-01 6.744056940078735352e-01 1.453779935836791992e-01 6.920034289360046387e-01 4.079431295394897461e-02 2.220462560653686523e-01 9.089091420173645020e-02 4.158396124839782715e-01 3.645497560501098633e-02 1.104152202606201172e-02 8.241117000579833984e-03 3.873541593551635742e+00
4.355598986148834229e-01 8.001720905303955078e-01 7.654407620429992676e-02 1.964399516582489014e-01 2.153363823890686035e-02 2.090656757354736328e-02 8.653668165206909180e-01 3.813296556472778320e-02 3.044790029525756836e-02 1.233486235141754150e-01 3.264573216438293457e-02 5.016836166381835938e+00
2.287825345993041992e-01 3.478987216949462891e-01 1.397649049758911133e-01 3.876565098762512207e-01 5.619990825653076172e-01 1.980868577957153320e-01 1.877018213272094727e-01 4.046291112899780273e-02 1.355525851249694824e-02 6.961268186569213867e-02 3.789579868316650391e-02 5.473300457000732422e+00
9.303013086318969727e-01 2.776036262512207031e-01 6.525376439094543457e-01 2.660863399505615234e-01 7.947135567665100098e-01 2.747507393360137939e-01 1.704552173614501953e-01 1.418658792972564697e-01 6.527420878410339355e-02 3.742519021034240723e-02 7.453685998916625977e-02 3.011903524398803711e+00
1.066498756408691406e-01 6.747271418571472168e-01 8.649662137031555176e-02 8.230539560317993164e-01 6.906229257583618164e-02 3.073485493659973145e-01 3.283612132072448730e-01 5.649793148040771484e-02 5.116996169090270996e-02 1.937136650085449219e-01 1.766824722290039062e-01 2.557017564773559570e+00
9.055531024932861328e-01 4.166202545166015625e-01 4.085086584091186523e-01 1.005282402038574219e-01 4.230587482452392578e-01 9.281218051910400391e-03 9.707146883010864258e-02 3.183397650718688965e-01 1.725533604621887207e-01 2.792630195617675781e-01 1.998254358768463135e-01 2.507926940917968750e+00
8.848362565040588379e-01 5.070345997810363770e-01 3.116120696067810059e-01 9.061529636383056641e-01 6.400083899497985840e-01 3.111681342124938965e-01 2.418428659439086914e-01 3.613705039024353027e-01 2.162590026855468750e-01 2.758446335792541504e-02 6.288030743598937988e-02 3.604708671569824219e+00
5.845034718513488770e-01 1.324148476123809814e-01 1.186625957489013672e-01 5.916529893875122070e-02 3.055787086486816406e-02 5.263793468475341797e-02 4.722118377685546875e-03 2.795076370239257812e-02 4.200592637062072754e-02 3.749251365661621094e-02 1.905891299247741699e-02 4.162355422973632812e+00
5.106684565544128418e-02 1.625019311904907227e-01 5.135690569877624512e-01 3.940611481666564941e-01 1.103405356407165527e-01 1.365228891372680664e-01 1.048032641410827637e-01 7.690817117691040039e-03 4.967716336250305176e-02 5.598717927932739258e-02 1.374831795692443848e-02 2.400916576385498047e+00
3.889741897583007812e-01 6.244361996650695801e-01 4.322686791419982910e-01 2.245485186576843262e-01 6.287607550621032715e-02 1.730958819389343262e-01 2.348382472991943359e-01 1.485959887504577637e-01 3.698959946632385254e-02 1.555228233337402344e-02 1.578846573829650879e-02 2.964403390884399414e+00
7.014026641845703125e-01 1.009842753410339355e-02 3.668479025363922119e-01 1.480311751365661621e-01 1.428500711917877197e-01 3.810898959636688232e-01 1.130338609218597412e-01 4.436469078063964844e-02 4.437276721000671387e-02 3.293535113334655762e-02 2.232338786125183105e-01 2.792210817337036133e+00
9.656741619110107422e-01 9.284315109252929688e-01 2.871433198451995850e-01 1.618826985359191895e-01 7.060208320617675781e-01 1.148853302001953125e-01 1.619686484336853027e-01 2.099903821945190430e-01 6.740927696228027344e-02 1.979342699050903320e-01 1.928657889366149902e-01 4.349889278411865234e+00
